Passage ID,English Text,Parsing Failed Message,chinese_translation,academic_terms
269425,"On another map, Packer Street is 2.4cm long.Express the scale of this map in the form 1 : .1 : ..................

","在另一张地图上，Packer 街的长度为 2.4cm。以“1 : .1”的形式表示这张地图的比例是多少：.............................................。

{
  ""Chinese Translation"": ""在另一张地图上，Packer 街的长度为 2.4cm。以“1 : .1”的形式表示这张地图的比例是多少：.............................................。"",
  ""academic_terms"": {}
}","在另一张地图上， 街的长度为 2.4。以“1 : .1”的形式表示这张地图的比例是多少：.............................................

}",{'Chinese Translation': '在另一张地图上，Packer 街的长度为 2.4cm。以“1 : .1”的形式表示这张地图的比例是多少：.............................................。'}
270056,"Here are the equations of four straight lines.Line A   y = 2x + 4Line B   2y = x + 4Line C   2x + 2y = 4Line D   2x – y = 4Two of these lines are parallel.Write down the two parallel lines?

","这里有四条直线的方程。线A：y = 2x + 4，线B：2y = x + 4，线C：2x + 2y = 4，线D：2x – y = 4。其中两条直线是平行的。请写出这两条平行线的方程。

Chinese Translation: 这里有四条直线的方程。线A：y = 2x + 4，线B：2y = x + 4，线C：2x + 2y = 4，线D：2x – y = 4。其中两条直线是平行的。请写出这两条平行线的方程。

academic_terms: { 'straight lines': '直线', 'equations': '方程', 'parallel': '平行' }","这里有四条直线的方程。线： = 2 + 4，线：2 =  + 4，线：2 + 2 = 4，线：2 –  = 4其中两条直线是平行的请写出这两条平行线的方程

 : 这里有四条直线的方程",{}
269725,"The table gives information about the length of time, in minutes, that each of  students took to travel to school on Monday.Write down the modal class interval.

","Chinese Translation: 表格提供了每个学生周一上学所用时间的分钟数。写下众数类间距。

academic_terms: {
  ""table"": ""表格"",
  ""length"": ""长度"",
  ""time"": ""时间"",
  ""minutes"": ""分钟"",
  ""students"": ""学生"",
  ""travel"": ""旅行"",
  ""school"": ""学校"",
  ""Monday"": ""星期一"",
  ""modal class interval"": ""众数类间距""
}",: 表格提供了每个学生周一上学所用时间的分钟数。写下众数类间距,"{'table': '表格', 'length': '长度', 'time': '时间', 'minutes': '分钟', 'students': '学生', 'travel': '旅行', 'school': '学校', 'Monday': '星期一', 'modal class interval': '众数类间距'}"
267574,"The diagram shows the graph of Use the graph to find estimates for the solutions of

",该图显示了函数的图形。使用该图可以估计解的近似值。,该图显示了函数的图形。使用该图可以估计解的近似值,{}
268929,"Here is a cube with edge length cmOne diagonal is shown.Circle the length, in centimetres, of the diagonal.

","这是一个边长为 cm 的立方体。 其中一条对角线已经显示了出来。请圈出对角线的长度，单位为厘米。

""Chinese Translation"": ""这是一个边长为 cm 的立方体。 其中一条对角线已经显示了出来。请圈出对角线的长度，单位为厘米。"",
""academic_terms"": {
  ""cube"": ""立方体"",
  ""edge length"": ""边长"",
  ""centimetres"": ""厘米"",
  ""diagonal"": ""对角线"",
  ""length"": ""长度"",
  ""circle"": ""圈""
}","这是一个边长为  的立方体。 其中一条对角线已经显示了出来请圈出对角线的长度，单位为厘米

""这是一个边长为  的立方体"",
""_"":","{'Chinese Translation': '这是一个边长为 cm 的立方体。 其中一条对角线已经显示了出来。请圈出对角线的长度，单位为厘米。', 'cube': '立方体', 'edge length': '边长', 'centimetres': '厘米', 'diagonal': '对角线', 'length': '长度', 'circle': '圈'}"
267634,"Expand   Give your answer in the form  where  and  are integers.

",展开，用  的形式给出你的答案，其中  和  是整数。,展开，用  的形式给出你的答案，其中  和  是整数。,{}
270271,"Vectors a, b, c, d and e are drawn on an isometric grid.Write each of the vectors c, d and e in terms of a and/or b.c = ....................d = ....................e = ....................

","让我们依次来计算向量 c，d 和 e：

向量 c = a + b

向量 d = 2a - b

向量 e = 3b

请注意，这里使用了向量的加法和数乘运算。其中 a 和 b 是已知的向量，c、d 和 e 是根据给定的运算规则计算得出的新的向量。","让我们依次来计算向量 ， 和 ：

向量  =  + 

向量  = 2 - 

向量  = 3

请注意，这里使用了向量的加法和数乘运算。其中  和  是已知的向量，、 和  是根据给定的运算规则计算得出的新的向量",{}
267739,"Kate has the following question for homework.Show that Kate can form the equation

",凯特在作业中有以下问题。请证明凯特可以构造出以下方程：,凯特在作业中有以下问题。请证明凯特可以构造出以下方程：,{}
265877,"Triangle  is shown.When is reflected in a line,and  are invariant points.Circle the equation of the line.

","一个三角形被展示出来。当它在一条直线上被反射时，点 和 不变。请圈出该直线的方程。 

{
  ""Chinese Translation"": ""一个三角形被展示出来。当它在一条直线上被反射时，点 和 不变。请圈出该直线的方程。"",
  ""academic_terms"": {
    ""triangle"": ""三角形"",
    ""line"": ""直线"",
    ""reflected"": ""反射"",
    ""invariant"": ""不变"",
    ""equation"": ""方程""
  }
}","一个三角形被展示出来。当它在一条直线上被反射时，点 和 不变请圈出该直线的方程 

}","{'Chinese Translation': '一个三角形被展示出来。当它在一条直线上被反射时，点 和 不变。请圈出该直线的方程。', 'triangle': '三角形', 'line': '直线', 'reflected': '反射', 'invariant': '不变', 'equation': '方程'}"
267769,"The region , shown shaded in the diagram, is bounded by three straight lines.Write down the three inequalities that define .

","这个图示中显示的区域由三条直线界定。请写出定义这个区域的三个不等式。 

Chinese Translation: 这个图示中显示的区域由三条直线界定。请写出定义这个区域的三个不等式。 

academic_terms: {'region': '区域', 'diagram': '图示', 'bounded': '界定', 'straight lines': '直线', 'inequalities': ' 不等式'}","这个图示中显示的区域由三条直线界定。请写出定义这个区域的三个不等式 

 : 这个图示中显示的区域由三条直线界定",{}
269622,"In a survey of 200 families in the south of England, the median weekly amount spent on food was £84 and the interquartile range was £28.Make two comparisons between the weekly amounts spent on food in the north of England and the south of England.State the evidence you have used in making your comparisons.1 .................... [2]2 .................... [2]

","在英格兰南部对200个家庭进行调查，发现食品的每周中位数花费为84英镑，四分之一距离为28英镑。请在英格兰北部和南部的食品每周花费中进行两项比较。说明您在比较中所使用的证据。1 .................... [2]2 .................... [2]

Translation:
在对英格兰南部的200个家庭进行的调查中发现，每周在食物上花费的中位数为84英镑，四分位数差值为28英镑。请针对英格兰北部和南部的食物每周花费进行两个比较。说明您在比较中所使用的证据。1 .................... [2]2 .................... [2]

academic_terms:
- survey: 调查
- families: 家庭
- median: 中位数
- weekly: 每周
- amount: 金额
- spent: 花费
- food: 食品
- interquartile range: 四分位距
- comparisons: 比较
- evidence: 证据
- north: 北部
- south: 南部","在英格兰南部对200个家庭进行调查，发现食品的每周中位数花费为84英镑，四分之一距离为28英镑。请在英格兰北部和南部的食品每周花费中进行两项比较说明您在比较中所使用的证据1 .................... [2]2 .................... [2]

:
在对英格兰南部的200个家庭进行的调查中发现，每周在食物上花费的中位数为84英镑，四分位数差值为28英镑请针对英格兰北部和南部的食物每周花费进行两个比较1 .................... [2]2 .................... [2]",{}
265791,"The length,  cm, of a line is measured as 13 cm correct to the nearest centimetre.Complete the following statement to show the range of possible values of ................. ≤  < .................

","""Chinese Translation"": ""将长度为13厘米的一条直线测量到最近的整厘米，完成下列陈述以显示可能的值范围。。。。。。 ≤  L  < 。。。。。。""

""academic_terms"": {
  ""range"": ""范围"",
  ""possible values"": ""可能的值""
}","""将长度为13厘米的一条直线测量到最近的整厘米，完成下列陈述以显示可能的值范围。 ≤    < ""

""_"":","{'Chinese Translation': '将长度为13厘米的一条直线测量到最近的整厘米，完成下列陈述以显示可能的值范围。。。。。。 ≤  L  < 。。。。。。', 'range': '范围', 'possible values': '可能的值'}"
270006,"The th term of another sequence D is .Complete the table for the first four terms of sequence D.

","另一个序列D的第n个项是 。请填写序列D的前四个项的表格。

{
  ""Chinese Translation"": ""另一个序列D的第n个项是 。请填写序列D的前四个项的表格。"",
  ""academic_terms"": {
    ""sequence"": ""序列"",
    ""term"": ""项"",
    ""table"": ""表格""
  }
}","另一个序列的第个项是 。请填写序列的前四个项的表格

}","{'Chinese Translation': '另一个序列D的第n个项是\xa0。请填写序列D的前四个项的表格。', 'sequence': '序列', 'term': '项', 'table': '表格'}"
